date,site_id,plot_id,behaviour,caste,flower_code,flower_species,bee_code,bee_species
6/20/2024,gwb_neaves,ditch,foraging,unknown,ruul,rubus_ulmifolius,boim,bombus_impatiens
6/20/2024,bks_neaves,field,resting,unknown,vaco,vaccinium_corymbosum,boim,bombus_impatiens
6/19/2024,bks_96,ditch,foraging,worker,ronu,rosa_nutkana,boru,bombus_rufocinctus
6/19/2024,chong_96,field,foraging,worker,trre,trifolium_repens,boim,bombus_impatiens
6/21/2024,bks_56,field,foraging,unknown,rasc,ranunculus_sceleratus,na,unknown
6/21/2024,bks_56,ditch,flying,queen,na,na,na,unknown
7/02/2024,lbf_ladnertrunk,ditch,flying,unknown,na,na,na,unknown
7/02/2024,lbf_ladnertrunk,ditch,flying,unknown,na,na,na,unknown
6/21/2024,bates_57b,field,foraging,worker,trre,trifolium_repens,boru,bombus_rufocinctus
6/21/2024,bates_57b,field,flying,queen,na,na,na,unknown
6/21/2024,bates_57b,field,flying,unknown,na,na,na,unknown
6/21/2024,bates_57b,ditch,flying,male,na,na,boru,bombus_rufocinctus
6/21/2024,bates_57b,ditch,foraging,unknown,trre,trifolium_repens,na,unknown
4/21/2024,chong_68,field,nest_searching,queen,na,na,boim,bombus_impatiens
4/21/2024,chong_68,field,nest_searching,queen,na,na,boim,bombus_impatiens
4/13/2024,chong_96,field,flying,queen,na,na,na,unknown
4/13/2024,chong_96,field,flying,queen,na,na,na,unknown
4/13/2024,chong_96,field,flying,queen,na,na,na,unknown
4/13/2024,chong_96,field,flying,queen,na,na,na,unknown
4/13/2024,chong_96,field,flying,queen,na,na,na,unknown
6/18/2024,chong_68,field,nest_searching,queen,na,na,na,unknown
6/18/2024,chong_68,field,flying,worker,na,na,na,unknown
6/21/2024,bks_56,field,foraging,unknown,rasc,ranunculus_sceleratus,na,unknown
7/02/2024,sandhu_ladnertrunk,field,resting,male,ropa,rorippa_palustris,boim,bombus_impatiens
7/10/2024,chong_68,field,foraging,unknown,trre,trifolium_repens,boru,bombus_rufocinctus
4/23/2024,avtar_168,ditch,nest_searching,unknown,na,na,na,unknown
